Container: container_1649687236961_0265_01_000006 on dbg12:42025
LogAggregationType: LOCAL
================================================================
LogType:syslog_attempt_1649687236961_0265_1_05_000003_0
LogLastModifiedTime:Sat Apr 23 13:32:47 +0800 2022
LogLength:176115
LogContents:
2022-04-23 13:32:32,760 [INFO] [main] |metrics.TaskCounterUpdater|: Using ResourceCalculatorProcessTree : org.apache.tez.util.TezMxBeanResourceCalculator
2022-04-23 05:32:56,144 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000016
2022-04-23 05:32:56,144 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000019
2022-04-23 05:32:56,158 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000015
2022-04-23 05:32:56,158 [INFO] [DelayedContainerManager] |rm.YarnTaskSchedulerService|: Skipping delayed container as container is no longer running, containerId=container_1649687236961_0265_01_000017
2022-04-23 05:32:56,984 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 29 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:32:57,986 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 28 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:32:58,987 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 27 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:32:59,988 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 26 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:33:00,989 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 25 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:33:01,990 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 24 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:33:02,991 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 23 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
2022-04-23 05:33:03,992 [INFO] [AMShutdownThread] |impl.TimelineConnector|: Exception caught by TimelineClientConnectionRetry, will try 22 more time(s).
Message: java.net.ConnectException: Call From null to dbg11:8188 failed on connection exception: java.net.ConnectException: Connection refused (Connection refused); For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused
End of LogType:syslog_dag_1649687236961_0265_1_post.This log file belongs to a running container (container_1649687236961_0265_01_000001) and so may not be complete.
*****************************************************************************************************


Container: container_1649687236961_0265_01_000001 on dbg11:36559
LogAggregationType: LOCAL
================================================================
LogType:syslog_dag_1649687236961_0265_1
LogLastModifiedTime:Sat Apr 23 05:32:50 +0000 2022
LogLength:412385
LogContents:
2022-04-23 05:32:19,408 [INFO] [IPC Server handler 0 on default port 37513] |app.DAGAppMaster|: Running DAG: select 
    d_year, s_city, p_bra...p_brand1 (Stage-1), callerContext={ context=HIVE, callerType=HIVE_QUERY_ID, callerId=hive_20220423053136_9b83e343-1905-4ecc-bcac-e7e62aabbeea }
2022-04-23 05:32:19,493 [INFO] [Thread-76] |sasl.SaslDataTransferClient|: SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false
2022-04-23 05:32:19,582 [INFO] [Thread-79] |sasl.SaslDataTransferClient|: SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false
2022-04-23 05:32:19,597 [INFO] [IPC Server handler 0 on default port 37513] |HistoryEventHandler.criticalEvents|: [HISTORY][DAG:dag_1649687236961_0265_1][Event:DAG_SUBMITTED]: dagID=dag_1649687236961_0265_1, submitTime=1650691939373, queueName=default
2022-04-23 05:32:19,660 [INFO] [IPC Server handler 0 on default port 37513] |impl.VertexImpl|: Default container context for vertex_1649687236961_0265_1_00 [Map 8]=LocalResources: [[ name=tez-yarn-timeline-cache-plugin-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-yarn-timeline-cache-plugin-0.10.1-SNAPSHOT.jar" } size: 11523 timestamp: 1650691901889 type: FILE visibility: PRIVATE],[ name=commons-math3-3.1.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-math3-3.1.1.jar" } size: 1599627 timestamp: 1650691903118 type: FILE visibility: PRIVATE],[ name=hadoop-shim-2.8-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-shim-2.8-0.10.1-SNAPSHOT.jar" } size: 6404 timestamp: 1650691901323 type: FILE visibility: PRIVATE],[ name=tez-build-tools-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-build-tools-0.10.1-SNAPSHOT.jar" } size: 5463 timestamp: 1650691901398 type: FILE visibility: PRIVATE],[ name=commons-cli-1.2.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-cli-1.2.jar" } size: 41123 timestamp: 1650691902665 type: FILE visibility: PRIVATE],[ name=jsr305-3.0.0.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/jsr305-3.0.0.jar" } size: 33031 timestamp: 1650691903481 type: FILE visibility: PRIVATE],[ name=tez-dag-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-dag-0.10.1-SNAPSHOT.jar" } size: 1429126 timestamp: 1650691901468 type: FILE visibility: PRIVATE],[ name=jersey-json-1.19.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/jersey-json-1.19.jar" } size: 165345 timestamp: 1650691903415 type: FILE visibility: PRIVATE],[ name=tezlib, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/apps/tez-0.10.1/tez-0.10.1-SNAPSHOT.tar.gz" } size: 54454376 timestamp: 1644896048695 type: ARCHIVE visibility: PUBLIC],[ name=tez-runtime-internals-0.10.1-SNAPSHOT.jar.default, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-runtime-internals-0.10.1-SNAPSHOT.jar.default" } size: 200353 timestamp: 1650691901765 type: FILE visibility: PRIVATE],[ name=tez-job-analyzer-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-job-analyzer-0.10.1-SNAPSHOT.jar" } size: 84889 timestamp: 1650691901598 type: FILE visibility: PRIVATE],[ name=hadoop-shim-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-shim-0.10.1-SNAPSHOT.jar" } size: 8858 timestamp: 1650691901274 type: FILE visibility: PRIVATE],[ name=tez-runtime-library-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-runtime-library-0.10.1-SNAPSHOT.jar" } size: 790952 timestamp: 1650691901792 type: FILE visibility: PRIVATE],[ name=tez-runtime-internals-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-runtime-internals-0.10.1-SNAPSHOT.jar" } size: 200353 timestamp: 1650691901732 type: FILE visibility: PRIVATE],[ name=tez-history-parser-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-history-parser-0.10.1-SNAPSHOT.jar" } size: 84951 timestamp: 1650691901532 type: FILE visibility: PRIVATE],[ name=guava-27.0-jre.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/guava-27.0-jre.jar" } size: 2747878 timestamp: 1650691903162 type: FILE visibility: PRIVATE],[ name=tez-common-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-common-0.10.1-SNAPSHOT.jar" } size: 87482 timestamp: 1650691901432 type: FILE visibility: PRIVATE],[ name=commons-codec-1.11.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-codec-1.11.jar" } size: 335042 timestamp: 1650691902841 type: FILE visibility: PRIVATE],[ name=async-http-client-1.9.40.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/async-http-client-1.9.40.jar" } size: 745264 timestamp: 1650691902425 type: FILE visibility: PRIVATE],[ name=hadoop-mapreduce-client-core-3.2.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-mapreduce-client-core-3.2.1.jar" } size: 1657002 timestamp: 1650691903278 type: FILE visibility: PRIVATE],[ name=metrics-core-3.1.0.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/metrics-core-3.1.0.jar" } size: 111908 timestamp: 1650691903514 type: FILE visibility: PRIVATE],[ name=hadoop-hdfs-client-3.2.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-hdfs-client-3.2.1.jar" } size: 5094412 timestamp: 1650691903207 type: FILE visibility: PRIVATE],[ name=commons-io-2.4.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-io-2.4.jar" } size: 185140 timestamp: 1650691903040 type: FILE visibility: PRIVATE],[ name=tez-mapreduce-0.10.1-SNAPSHOT.jar.default, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-mapreduce-0.10.1-SNAPSHOT.jar.default" } size: 298150 timestamp: 1650691901665 type: FILE visibility: PRIVATE],[ name=hadoop-mapreduce-client-common-3.2.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-mapreduce-client-common-3.2.1.jar" } size: 805845 timestamp: 1650691903242 type: FILE visibility: PRIVATE],[ name=javax.servlet-api-3.1.0.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/javax.servlet-api-3.1.0.jar" } size: 95806 timestamp: 1650691903350 type: FILE visibility: PRIVATE],[ name=hadoop-yarn-server-timeline-pluginstorage-3.2.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/hadoop-yarn-server-timeline-pluginstorage-3.2.1.jar" } size: 93514 timestamp: 1650691903315 type: FILE visibility: PRIVATE],[ name=tez-api-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-api-0.10.1-SNAPSHOT.jar" } size: 1052555 timestamp: 1650691901360 type: FILE visibility: PRIVATE],[ name=tez-conf.pb, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52/.tez/application_1649687236961_0265/tez-conf.pb" } size: 123434 timestamp: 1650691903740 type: FILE visibility: APPLICATION],[ name=RoaringBitmap-0.5.21.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/RoaringBitmap-0.5.21.jar" } size: 206280 timestamp: 1650691903582 type: FILE visibility: PRIVATE],[ name=jersey-client-1.19.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/jersey-client-1.19.jar" } size: 134021 timestamp: 1650691903381 type: FILE visibility: PRIVATE],[ name=protobuf-java-2.5.0.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/protobuf-java-2.5.0.jar" } size: 533455 timestamp: 1650691903549 type: FILE visibility: PRIVATE],[ name=tez-mapreduce-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-mapreduce-0.10.1-SNAPSHOT.jar" } size: 298150 timestamp: 1650691901634 type: FILE visibility: PRIVATE],[ name=tez-examples-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-examples-0.10.1-SNAPSHOT.jar" } size: 56849 timestamp: 1650691901499 type: FILE visibility: PRIVATE],[ name=tez-yarn-timeline-history-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-yarn-timeline-history-0.10.1-SNAPSHOT.jar" } size: 28216 timestamp: 1650691901923 type: FILE visibility: PRIVATE],[ name=commons-lang-2.6.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-lang-2.6.jar" } size: 284220 timestamp: 1650691903082 type: FILE visibility: PRIVATE],[ name=hive-exec-3.1.0-c5d8ee4307bcf38d4575a28c83804c41f07a65fb14e9f6fbc2033fcf8a5d9aee.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/user/hive/.hiveJars/hive-exec-3.1.0-c5d8ee4307bcf38d4575a28c83804c41f07a65fb14e9f6fbc2033fcf8a5d9aee.jar" } size: 38341071 timestamp: 1650507876131 type: FILE visibility: PRIVATE],[ name=slf4j-api-1.7.10.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/slf4j-api-1.7.10.jar" } size: 32119 timestamp: 1650691903614 type: FILE visibility: PRIVATE],[ name=tez-runtime-library-0.10.1-SNAPSHOT.jar.default, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-runtime-library-0.10.1-SNAPSHOT.jar.default" } size: 790952 timestamp: 1650691901825 type: FILE visibility: PRIVATE],[ name=tez-javadoc-tools-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-javadoc-tools-0.10.1-SNAPSHOT.jar" } size: 15314 timestamp: 1650691901565 type: FILE visibility: PRIVATE],[ name=tez-yarn-timeline-history-with-fs-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-yarn-timeline-history-with-fs-0.10.1-SNAPSHOT.jar" } size: 23655 timestamp: 1650691901989 type: FILE visibility: PRIVATE],[ name=jettison-1.3.4.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/jettison-1.3.4.jar" } size: 81743 timestamp: 1650691903448 type: FILE visibility: PRIVATE],[ name=tez-protobuf-history-plugin-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-protobuf-history-plugin-0.10.1-SNAPSHOT.jar" } size: 83549 timestamp: 1650691901698 type: FILE visibility: PRIVATE],[ name=tez-yarn-timeline-history-with-acls-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-yarn-timeline-history-with-acls-0.10.1-SNAPSHOT.jar" } size: 7805 timestamp: 1650691901956 type: FILE visibility: PRIVATE],[ name=commons-collections4-4.1.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/commons-collections4-4.1.jar" } size: 751238 timestamp: 1650691903008 type: FILE visibility: PRIVATE],[ name=tez-tests-0.10.1-SNAPSHOT.jar, value=resource { scheme: "hdfs" host: "dbg11" port: 9000 file: "/tmp/hive/hive/_tez_session_dir/a328d9e5-d698-438b-9323-9a8cc2876d52-resources/tez-tests-0.10.1-SNAPSHOT.jar" } size: 159105 timestamp: 1650691901857 type: FILE visibility: PRIVATE],], environment: [[ SHELL=/bin/bash ],[ LD_LIBRARY_PATH=$PWD:/home/hive/env/hadoop-3.2.1/lib/native:$PWD:$PWD:/home/hive/env/hadoop-3.2.1/lib/native:$PWD:/home/hive/env/hadoop-3.2.1/lib/native/ ],[ HADOOP_ROOT_LOGGER=INFO,CLA ],[ HADOOP_MAPRED_HOME=/home/hive/env/hadoop-3.2.1 ],[ CLASSPATH=$PWD:$PWD/*:$PWD/tezlib/*:$PWD/tezlib/lib/*:$HADOOP_CONF_DIR:$HADOOP_COMMON_HOME/share/hadoop/common/*:$HADOOP_COMMON_HOME/share/hadoop/common/lib/*:$HADOOP_HDFS_HOME/share/hadoop/hdfs/*:$HADOOP_HDFS_HOME/share/hadoop/hdfs/lib/*:$HADOOP_YARN_HOME/share/hadoop/yarn/*:$HADOOP_YARN_HOME/share/hadoop/yarn/lib/*: ],], credentials(token kinds): [tez.job,], javaOpts: -server -Djava.net.preferIPv4Stack=true -Dhadoop.metrics.log.level=WARN  -server -Xmx327600m -Djava.net.preferIPv4Stack=true -XX:+UseNUMA -XX:+UseParallelGC -Dlog4j.configuratorClass=org.apache.tez.common.TezLog4jConfigurator -Dlog4j.configuration=tez-container-log4j.properties -Dyarn.app.container.log.dir=<LOG_DIR> -Dtez.root.logger=INFO,CLA , vertex: vertex_1649687236961_0265_1_00 [Map 8], Default Resources=<memory:10240, vCores:1>
